INPUT:image	INPUT:predict	OUTPUT:output	GOLDEN:output	HINT:text	ASSIGNMENT:link	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started
https://storage.yandexcloud.net/plates/16056.jpg		Е125МВ45			https://toloka.yandex.ru/task/22889345/00015d4381--60687c72b0d2543d4ab095ce	00015d4381--60687c72b0d2543d4ab095ce	11d524a2bd15a081aefeb3d942ec9e36	APPROVED	2021-04-03T14:32:18.663
https://storage.yandexcloud.net/plates/33125.jpg		1507ВА15			https://toloka.yandex.ru/task/22889345/00015d4381--60687c72b0d2543d4ab095ce	00015d4381--60687c72b0d2543d4ab095ce	11d524a2bd15a081aefeb3d942ec9e36	APPROVED	2021-04-03T14:32:18.663
https://storage.yandexcloud.net/plates/35900.jpg	К947КК44	К947КК44			https://toloka.yandex.ru/task/22889345/00015d4381--60687c72b0d2543d4ab095ce	00015d4381--60687c72b0d2543d4ab095ce	11d524a2bd15a081aefeb3d942ec9e36	APPROVED	2021-04-03T14:32:18.663
https://storage.yandexcloud.net/plates/35900.jpg	К947КК44	Н947КК44			https://toloka.yandex.ru/task/22889345/00015d4381--60687c887b78084dc4e05d80	00015d4381--60687c887b78084dc4e05d80	a28038ce3d4959e05cc23e689a410563	APPROVED	2021-04-03T14:32:40.764
https://storage.yandexcloud.net/plates/33125.jpg		1507ВА15			https://toloka.yandex.ru/task/22889345/00015d4381--60687c887b78084dc4e05d80	00015d4381--60687c887b78084dc4e05d80	a28038ce3d4959e05cc23e689a410563	APPROVED	2021-04-03T14:32:40.764
https://storage.yandexcloud.net/plates/16056.jpg		Е125МВ45			https://toloka.yandex.ru/task/22889345/00015d4381--60687c887b78084dc4e05d80	00015d4381--60687c887b78084dc4e05d80	a28038ce3d4959e05cc23e689a410563	APPROVED	2021-04-03T14:32:40.764
https://storage.yandexcloud.net/plates/41633.jpg		О080977			https://toloka.yandex.ru/task/22889345/00015d4381--60687c887b78084dc4e05d80	00015d4381--60687c887b78084dc4e05d80	a28038ce3d4959e05cc23e689a410563	APPROVED	2021-04-03T14:32:40.764
https://storage.yandexcloud.net/plates/15704.jpg		А158946			https://toloka.yandex.ru/task/22889345/00015d4381--60687c887b78084dc4e05d80	00015d4381--60687c887b78084dc4e05d80	a28038ce3d4959e05cc23e689a410563	APPROVED	2021-04-03T14:32:40.764
https://storage.yandexcloud.net/plates/10190.jpg		А151899			https://toloka.yandex.ru/task/22889345/00015d4381--60687c887b78084dc4e05d80	00015d4381--60687c887b78084dc4e05d80	a28038ce3d4959e05cc23e689a410563	APPROVED	2021-04-03T14:32:40.764
https://storage.yandexcloud.net/plates/control_tasks/992_а031нс01_х871тт17_0.5963855981826782.jpg	Х871ТТ17	А031НС01	А031НС01		https://toloka.yandex.ru/task/22889345/00015d4381--60687c887b78084dc4e05d80	00015d4381--60687c887b78084dc4e05d80	a28038ce3d4959e05cc23e689a410563	APPROVED	2021-04-03T14:32:40.764
https://storage.yandexcloud.net/plates/48282.jpg		У727ТВ47			https://toloka.yandex.ru/task/22889345/00015d4381--60687c887b78084dc4e05d80	00015d4381--60687c887b78084dc4e05d80	a28038ce3d4959e05cc23e689a410563	APPROVED	2021-04-03T14:32:40.764
https://storage.yandexcloud.net/plates/14362.jpg		НЕ309953			https://toloka.yandex.ru/task/22889345/00015d4381--60687c887b78084dc4e05d80	00015d4381--60687c887b78084dc4e05d80	a28038ce3d4959e05cc23e689a410563	APPROVED	2021-04-03T14:32:40.764
https://storage.yandexcloud.net/plates/20008.jpg	Х575РС56	Х575РС56			https://toloka.yandex.ru/task/22889345/00015d4381--60687c887b78084dc4e05d80	00015d4381--60687c887b78084dc4e05d80	a28038ce3d4959e05cc23e689a410563	APPROVED	2021-04-03T14:32:40.764
https://storage.yandexcloud.net/plates/46622.jpg		ВА139416			https://toloka.yandex.ru/task/22889345/00015d4381--60687c887b78084dc4e05d80	00015d4381--60687c887b78084dc4e05d80	a28038ce3d4959e05cc23e689a410563	APPROVED	2021-04-03T14:32:40.764
https://storage.yandexcloud.net/plates/46378.jpg	МН007С23	МН007С23			https://toloka.yandex.ru/task/22889345/00015d4381--60687c887b78084dc4e05d80	00015d4381--60687c887b78084dc4e05d80	a28038ce3d4959e05cc23e689a410563	APPROVED	2021-04-03T14:32:40.764
https://storage.yandexcloud.net/plates/3557.jpg		В345СТ05			https://toloka.yandex.ru/task/22889345/00015d4381--60687c887b78084dc4e05d80	00015d4381--60687c887b78084dc4e05d80	a28038ce3d4959e05cc23e689a410563	APPROVED	2021-04-03T14:32:40.764
https://storage.yandexcloud.net/plates/33125.jpg		1507ВА15			https://toloka.yandex.ru/task/22889345/00015d4381--60687c994665a9385f70a5ab	00015d4381--60687c994665a9385f70a5ab	96f8183120d143b44f77e48106e94e8f	APPROVED	2021-04-03T14:32:57.373
https://storage.yandexcloud.net/plates/15704.jpg		А158946			https://toloka.yandex.ru/task/22889345/00015d4381--60687c994665a9385f70a5ab	00015d4381--60687c994665a9385f70a5ab	96f8183120d143b44f77e48106e94e8f	APPROVED	2021-04-03T14:32:57.373
https://storage.yandexcloud.net/plates/3557.jpg		В345СТ05			https://toloka.yandex.ru/task/22889345/00015d4381--60687c994665a9385f70a5ab	00015d4381--60687c994665a9385f70a5ab	96f8183120d143b44f77e48106e94e8f	APPROVED	2021-04-03T14:32:57.373
https://storage.yandexcloud.net/plates/20008.jpg	Х575РС56	Х575РС56			https://toloka.yandex.ru/task/22889345/00015d4381--60687c994665a9385f70a5ab	00015d4381--60687c994665a9385f70a5ab	96f8183120d143b44f77e48106e94e8f	APPROVED	2021-04-03T14:32:57.373
https://storage.yandexcloud.net/plates/46378.jpg	МН007С23	МН007С23			https://toloka.yandex.ru/task/22889345/00015d4381--60687c994665a9385f70a5ab	00015d4381--60687c994665a9385f70a5ab	96f8183120d143b44f77e48106e94e8f	APPROVED	2021-04-03T14:32:57.373
https://storage.yandexcloud.net/plates/14362.jpg		НЕ309953			https://toloka.yandex.ru/task/22889345/00015d4381--60687c994665a9385f70a5ab	00015d4381--60687c994665a9385f70a5ab	96f8183120d143b44f77e48106e94e8f	APPROVED	2021-04-03T14:32:57.373
https://storage.yandexcloud.net/plates/35900.jpg	К947КК44	К947КК44			https://toloka.yandex.ru/task/22889345/00015d4381--60687c994665a9385f70a5ab	00015d4381--60687c994665a9385f70a5ab	96f8183120d143b44f77e48106e94e8f	APPROVED	2021-04-03T14:32:57.373
https://storage.yandexcloud.net/plates/16056.jpg		Е125МВ45			https://toloka.yandex.ru/task/22889345/00015d4381--60687c994665a9385f70a5ab	00015d4381--60687c994665a9385f70a5ab	96f8183120d143b44f77e48106e94e8f	APPROVED	2021-04-03T14:32:57.373
https://storage.yandexcloud.net/plates/46622.jpg		ВА139416			https://toloka.yandex.ru/task/22889345/00015d4381--60687c994665a9385f70a5ab	00015d4381--60687c994665a9385f70a5ab	96f8183120d143b44f77e48106e94e8f	APPROVED	2021-04-03T14:32:57.373
https://storage.yandexcloud.net/plates/48282.jpg		У727ТВ47			https://toloka.yandex.ru/task/22889345/00015d4381--60687c994665a9385f70a5ab	00015d4381--60687c994665a9385f70a5ab	96f8183120d143b44f77e48106e94e8f	APPROVED	2021-04-03T14:32:57.373
https://storage.yandexcloud.net/plates/10190.jpg		А151899			https://toloka.yandex.ru/task/22889345/00015d4381--60687c994665a9385f70a5ab	00015d4381--60687c994665a9385f70a5ab	96f8183120d143b44f77e48106e94e8f	APPROVED	2021-04-03T14:32:57.373
https://storage.yandexcloud.net/plates/41633.jpg		О080977			https://toloka.yandex.ru/task/22889345/00015d4381--60687c994665a9385f70a5ab	00015d4381--60687c994665a9385f70a5ab	96f8183120d143b44f77e48106e94e8f	APPROVED	2021-04-03T14:32:57.373
https://storage.yandexcloud.net/plates/control_tasks/1314_в966хк02_в966хк002_0.953906774520874.jpg	В966ХК002	В966ХК002	В966ХК02		https://toloka.yandex.ru/task/22889345/00015d4381--60687c994665a9385f70a5ab	00015d4381--60687c994665a9385f70a5ab	96f8183120d143b44f77e48106e94e8f	APPROVED	2021-04-03T14:32:57.373
https://storage.yandexcloud.net/plates/36661.jpg		ТТ555857			https://toloka.yandex.ru/task/22889345/00015d4381--60687cabaf9b0657b30957d3	00015d4381--60687cabaf9b0657b30957d3	a7d0e0bd6c49dcbe40e5a7112f542e8b	APPROVED	2021-04-03T14:33:15.794
https://storage.yandexcloud.net/plates/16562.jpg		Н028РА32			https://toloka.yandex.ru/task/22889345/00015d4381--60687cabaf9b0657b30957d3	00015d4381--60687cabaf9b0657b30957d3	a7d0e0bd6c49dcbe40e5a7112f542e8b	APPROVED	2021-04-03T14:33:15.794
https://storage.yandexcloud.net/plates/4065.jpg		К700196			https://toloka.yandex.ru/task/22889345/00015d4381--60687cabaf9b0657b30957d3	00015d4381--60687cabaf9b0657b30957d3	a7d0e0bd6c49dcbe40e5a7112f542e8b	APPROVED	2021-04-03T14:33:15.794
https://storage.yandexcloud.net/plates/control_tasks/1555_в851ер716_в851ер76_0.8302310705184937.jpg	В851ЕР76	В851ЕР716	В851ЕР716		https://toloka.yandex.ru/task/22889345/00015d4381--60687cabaf9b0657b30957d3	00015d4381--60687cabaf9b0657b30957d3	a7d0e0bd6c49dcbe40e5a7112f542e8b	APPROVED	2021-04-03T14:33:15.794
https://storage.yandexcloud.net/plates/40947.jpg		УУ00977			https://toloka.yandex.ru/task/22889345/00015d4381--60687cabaf9b0657b30957d3	00015d4381--60687cabaf9b0657b30957d3	a7d0e0bd6c49dcbe40e5a7112f542e8b	APPROVED	2021-04-03T14:33:15.794
https://storage.yandexcloud.net/plates/41919.jpg		О483ММ97			https://toloka.yandex.ru/task/22889345/00015d4381--60687cabaf9b0657b30957d3	00015d4381--60687cabaf9b0657b30957d3	a7d0e0bd6c49dcbe40e5a7112f542e8b	APPROVED	2021-04-03T14:33:15.794
https://storage.yandexcloud.net/plates/16693.jpg		ТТ077454			https://toloka.yandex.ru/task/22889345/00015d4381--60687cabaf9b0657b30957d3	00015d4381--60687cabaf9b0657b30957d3	a7d0e0bd6c49dcbe40e5a7112f542e8b	APPROVED	2021-04-03T14:33:15.794
https://storage.yandexcloud.net/plates/64224.jpg	К739НО46	К739НО46			https://toloka.yandex.ru/task/22889345/00015d4381--60687cabaf9b0657b30957d3	00015d4381--60687cabaf9b0657b30957d3	a7d0e0bd6c49dcbe40e5a7112f542e8b	APPROVED	2021-04-03T14:33:15.794
https://storage.yandexcloud.net/plates/33899.jpg		АН678455			https://toloka.yandex.ru/task/22889345/00015d4381--60687cabaf9b0657b30957d3	00015d4381--60687cabaf9b0657b30957d3	a7d0e0bd6c49dcbe40e5a7112f542e8b	APPROVED	2021-04-03T14:33:15.794
https://storage.yandexcloud.net/plates/29300.jpg	Н093МН52	М093ММ52			https://toloka.yandex.ru/task/22889345/00015d4381--60687cabaf9b0657b30957d3	00015d4381--60687cabaf9b0657b30957d3	a7d0e0bd6c49dcbe40e5a7112f542e8b	APPROVED	2021-04-03T14:33:15.794
https://storage.yandexcloud.net/plates/44643.jpg		В838ТТ46			https://toloka.yandex.ru/task/22889345/00015d4381--60687cabaf9b0657b30957d3	00015d4381--60687cabaf9b0657b30957d3	a7d0e0bd6c49dcbe40e5a7112f542e8b	APPROVED	2021-04-03T14:33:15.794
https://storage.yandexcloud.net/plates/45652.jpg	Х991ММ199	Х991ММ199			https://toloka.yandex.ru/task/22889345/00015d4381--60687cabaf9b0657b30957d3	00015d4381--60687cabaf9b0657b30957d3	a7d0e0bd6c49dcbe40e5a7112f542e8b	APPROVED	2021-04-03T14:33:15.794
https://storage.yandexcloud.net/plates/31556.jpg		АЕ300145			https://toloka.yandex.ru/task/22889345/00015d4381--60687cabaf9b0657b30957d3	00015d4381--60687cabaf9b0657b30957d3	a7d0e0bd6c49dcbe40e5a7112f542e8b	APPROVED	2021-04-03T14:33:15.794
https://storage.yandexcloud.net/plates/16693.jpg		ТТ077454			https://toloka.yandex.ru/task/22889345/00015d4381--60687cbf4fcb660eb4d3c3f6	00015d4381--60687cbf4fcb660eb4d3c3f6	11d524a2bd15a081aefeb3d942ec9e36	APPROVED	2021-04-03T14:33:35.140
https://storage.yandexcloud.net/plates/40947.jpg		УУ00977			https://toloka.yandex.ru/task/22889345/00015d4381--60687cbf4fcb660eb4d3c3f6	00015d4381--60687cbf4fcb660eb4d3c3f6	11d524a2bd15a081aefeb3d942ec9e36	APPROVED	2021-04-03T14:33:35.140
https://storage.yandexcloud.net/plates/4065.jpg		К700АО196			https://toloka.yandex.ru/task/22889345/00015d4381--60687cbf4fcb660eb4d3c3f6	00015d4381--60687cbf4fcb660eb4d3c3f6	11d524a2bd15a081aefeb3d942ec9e36	APPROVED	2021-04-03T14:33:35.140
https://storage.yandexcloud.net/plates/36661.jpg		ТТ555857			https://toloka.yandex.ru/task/22889345/00015d4381--60687cbf4fcb660eb4d3c3f6	00015d4381--60687cbf4fcb660eb4d3c3f6	11d524a2bd15a081aefeb3d942ec9e36	APPROVED	2021-04-03T14:33:35.140
https://storage.yandexcloud.net/plates/16562.jpg		Н028РА32			https://toloka.yandex.ru/task/22889345/00015d4381--60687cbf4fcb660eb4d3c3f6	00015d4381--60687cbf4fcb660eb4d3c3f6	11d524a2bd15a081aefeb3d942ec9e36	APPROVED	2021-04-03T14:33:35.140
https://storage.yandexcloud.net/plates/29300.jpg	Н093МН52	М093ММ52			https://toloka.yandex.ru/task/22889345/00015d4381--60687cbf4fcb660eb4d3c3f6	00015d4381--60687cbf4fcb660eb4d3c3f6	11d524a2bd15a081aefeb3d942ec9e36	APPROVED	2021-04-03T14:33:35.140
https://storage.yandexcloud.net/plates/31556.jpg		АЕ300145			https://toloka.yandex.ru/task/22889345/00015d4381--60687cbf4fcb660eb4d3c3f6	00015d4381--60687cbf4fcb660eb4d3c3f6	11d524a2bd15a081aefeb3d942ec9e36	APPROVED	2021-04-03T14:33:35.140
https://storage.yandexcloud.net/plates/64224.jpg	К739НО46	К739НО46			https://toloka.yandex.ru/task/22889345/00015d4381--60687cbf4fcb660eb4d3c3f6	00015d4381--60687cbf4fcb660eb4d3c3f6	11d524a2bd15a081aefeb3d942ec9e36	APPROVED	2021-04-03T14:33:35.140
https://storage.yandexcloud.net/plates/45652.jpg	Х991ММ199	Х991ММ199			https://toloka.yandex.ru/task/22889345/00015d4381--60687cbf4fcb660eb4d3c3f6	00015d4381--60687cbf4fcb660eb4d3c3f6	11d524a2bd15a081aefeb3d942ec9e36	APPROVED	2021-04-03T14:33:35.140
https://storage.yandexcloud.net/plates/44643.jpg		В838ТТ46			https://toloka.yandex.ru/task/22889345/00015d4381--60687cbf4fcb660eb4d3c3f6	00015d4381--60687cbf4fcb660eb4d3c3f6	11d524a2bd15a081aefeb3d942ec9e36	APPROVED	2021-04-03T14:33:35.140
https://storage.yandexcloud.net/plates/control_tasks/285_хн34277_хн342r7_0.9931712150573729.jpg	ХН342R7	ХН34277	ХН34277		https://toloka.yandex.ru/task/22889345/00015d4381--60687cbf4fcb660eb4d3c3f6	00015d4381--60687cbf4fcb660eb4d3c3f6	11d524a2bd15a081aefeb3d942ec9e36	APPROVED	2021-04-03T14:33:35.140
https://storage.yandexcloud.net/plates/41919.jpg		О483ММ97			https://toloka.yandex.ru/task/22889345/00015d4381--60687cbf4fcb660eb4d3c3f6	00015d4381--60687cbf4fcb660eb4d3c3f6	11d524a2bd15a081aefeb3d942ec9e36	APPROVED	2021-04-03T14:33:35.140
https://storage.yandexcloud.net/plates/33899.jpg		АН678455			https://toloka.yandex.ru/task/22889345/00015d4381--60687cbf4fcb660eb4d3c3f6	00015d4381--60687cbf4fcb660eb4d3c3f6	11d524a2bd15a081aefeb3d942ec9e36	APPROVED	2021-04-03T14:33:35.140
https://storage.yandexcloud.net/plates/29300.jpg	Н093МН52	М093ММ52			https://toloka.yandex.ru/task/22889345/00015d4381--60687cc01d75e94f76bdbab1	00015d4381--60687cc01d75e94f76bdbab1	faa9ff65faf10e9609f58c451c917204	APPROVED	2021-04-03T14:33:36.317
https://storage.yandexcloud.net/plates/control_tasks/1866_р628нс150_р628кс150_0.8091638088226318.jpg	Р628КС150	Р628НС150	Р628НС150		https://toloka.yandex.ru/task/22889345/00015d4381--60687cc01d75e94f76bdbab1	00015d4381--60687cc01d75e94f76bdbab1	faa9ff65faf10e9609f58c451c917204	APPROVED	2021-04-03T14:33:36.317
https://storage.yandexcloud.net/plates/41919.jpg		О483ММ97			https://toloka.yandex.ru/task/22889345/00015d4381--60687cc01d75e94f76bdbab1	00015d4381--60687cc01d75e94f76bdbab1	faa9ff65faf10e9609f58c451c917204	APPROVED	2021-04-03T14:33:36.317
https://storage.yandexcloud.net/plates/33899.jpg		АН678355			https://toloka.yandex.ru/task/22889345/00015d4381--60687cc01d75e94f76bdbab1	00015d4381--60687cc01d75e94f76bdbab1	faa9ff65faf10e9609f58c451c917204	APPROVED	2021-04-03T14:33:36.317
https://storage.yandexcloud.net/plates/31556.jpg		АЕ300145			https://toloka.yandex.ru/task/22889345/00015d4381--60687cc01d75e94f76bdbab1	00015d4381--60687cc01d75e94f76bdbab1	faa9ff65faf10e9609f58c451c917204	APPROVED	2021-04-03T14:33:36.317
https://storage.yandexcloud.net/plates/45652.jpg	Х991ММ199	Х991ММ199			https://toloka.yandex.ru/task/22889345/00015d4381--60687cc01d75e94f76bdbab1	00015d4381--60687cc01d75e94f76bdbab1	faa9ff65faf10e9609f58c451c917204	APPROVED	2021-04-03T14:33:36.317
https://storage.yandexcloud.net/plates/4065.jpg		К700АО196			https://toloka.yandex.ru/task/22889345/00015d4381--60687cc01d75e94f76bdbab1	00015d4381--60687cc01d75e94f76bdbab1	faa9ff65faf10e9609f58c451c917204	APPROVED	2021-04-03T14:33:36.317
https://storage.yandexcloud.net/plates/16693.jpg		ТТ077454			https://toloka.yandex.ru/task/22889345/00015d4381--60687cc01d75e94f76bdbab1	00015d4381--60687cc01d75e94f76bdbab1	faa9ff65faf10e9609f58c451c917204	APPROVED	2021-04-03T14:33:36.317
https://storage.yandexcloud.net/plates/40947.jpg		УУ00977			https://toloka.yandex.ru/task/22889345/00015d4381--60687cc01d75e94f76bdbab1	00015d4381--60687cc01d75e94f76bdbab1	faa9ff65faf10e9609f58c451c917204	APPROVED	2021-04-03T14:33:36.317
https://storage.yandexcloud.net/plates/44643.jpg		В838ТТ46			https://toloka.yandex.ru/task/22889345/00015d4381--60687cc01d75e94f76bdbab1	00015d4381--60687cc01d75e94f76bdbab1	faa9ff65faf10e9609f58c451c917204	APPROVED	2021-04-03T14:33:36.317
https://storage.yandexcloud.net/plates/64224.jpg	К739НО46	К739НО46			https://toloka.yandex.ru/task/22889345/00015d4381--60687cc01d75e94f76bdbab1	00015d4381--60687cc01d75e94f76bdbab1	faa9ff65faf10e9609f58c451c917204	APPROVED	2021-04-03T14:33:36.317
https://storage.yandexcloud.net/plates/36661.jpg		ТТ555857			https://toloka.yandex.ru/task/22889345/00015d4381--60687cc01d75e94f76bdbab1	00015d4381--60687cc01d75e94f76bdbab1	faa9ff65faf10e9609f58c451c917204	APPROVED	2021-04-03T14:33:36.317
https://storage.yandexcloud.net/plates/16562.jpg		Н028РА32			https://toloka.yandex.ru/task/22889345/00015d4381--60687cc01d75e94f76bdbab1	00015d4381--60687cc01d75e94f76bdbab1	faa9ff65faf10e9609f58c451c917204	APPROVED	2021-04-03T14:33:36.317
https://storage.yandexcloud.net/plates/43865.jpg	В228РР98	В228РР98			https://toloka.yandex.ru/task/22889345/00015d4381--60687cc6c909d86b50812407	00015d4381--60687cc6c909d86b50812407	2c6064685fb28ff8ed03721d7479fb0b	APPROVED	2021-04-03T14:33:42.430
https://storage.yandexcloud.net/plates/25691.jpg		АТ511164			https://toloka.yandex.ru/task/22889345/00015d4381--60687cc6c909d86b50812407	00015d4381--60687cc6c909d86b50812407	2c6064685fb28ff8ed03721d7479fb0b	APPROVED	2021-04-03T14:33:42.430
https://storage.yandexcloud.net/plates/control_tasks/1856_ем909377_nan_nan.jpg		ЕМ909377	ЕМ909377		https://toloka.yandex.ru/task/22889345/00015d4381--60687cc6c909d86b50812407	00015d4381--60687cc6c909d86b50812407	2c6064685fb28ff8ed03721d7479fb0b	APPROVED	2021-04-03T14:33:42.430
https://storage.yandexcloud.net/plates/15967.jpg	Е066ТК125	Е066ТК125			https://toloka.yandex.ru/task/22889345/00015d4381--60687cc6c909d86b50812407	00015d4381--60687cc6c909d86b50812407	2c6064685fb28ff8ed03721d7479fb0b	APPROVED	2021-04-03T14:33:42.430
https://storage.yandexcloud.net/plates/58200.jpg		Н648АР193			https://toloka.yandex.ru/task/22889345/00015d4381--60687cc6c909d86b50812407	00015d4381--60687cc6c909d86b50812407	2c6064685fb28ff8ed03721d7479fb0b	APPROVED	2021-04-03T14:33:42.430
https://storage.yandexcloud.net/plates/14075.jpg	О789ММ777	О789ММ777			https://toloka.yandex.ru/task/22889345/00015d4381--60687cc6c909d86b50812407	00015d4381--60687cc6c909d86b50812407	2c6064685fb28ff8ed03721d7479fb0b	APPROVED	2021-04-03T14:33:42.430
https://storage.yandexcloud.net/plates/55780.jpg		О247899			https://toloka.yandex.ru/task/22889345/00015d4381--60687cc6c909d86b50812407	00015d4381--60687cc6c909d86b50812407	2c6064685fb28ff8ed03721d7479fb0b	APPROVED	2021-04-03T14:33:42.430
https://storage.yandexcloud.net/plates/49927.jpg		М030ЕТ67			https://toloka.yandex.ru/task/22889345/00015d4381--60687cc6c909d86b50812407	00015d4381--60687cc6c909d86b50812407	2c6064685fb28ff8ed03721d7479fb0b	APPROVED	2021-04-03T14:33:42.430
https://storage.yandexcloud.net/plates/42485.jpg		ВА713416			https://toloka.yandex.ru/task/22889345/00015d4381--60687cc6c909d86b50812407	00015d4381--60687cc6c909d86b50812407	2c6064685fb28ff8ed03721d7479fb0b	APPROVED	2021-04-03T14:33:42.430
https://storage.yandexcloud.net/plates/57166.jpg	М860КХ48	М860КХ48			https://toloka.yandex.ru/task/22889345/00015d4381--60687cc6c909d86b50812407	00015d4381--60687cc6c909d86b50812407	2c6064685fb28ff8ed03721d7479fb0b	APPROVED	2021-04-03T14:33:42.430
https://storage.yandexcloud.net/plates/20286.jpg	У326УМ190	У326УМ190			https://toloka.yandex.ru/task/22889345/00015d4381--60687cc6c909d86b50812407	00015d4381--60687cc6c909d86b50812407	2c6064685fb28ff8ed03721d7479fb0b	APPROVED	2021-04-03T14:33:42.430
https://storage.yandexcloud.net/plates/56950.jpg	К270ОВ70	К270ОВ70			https://toloka.yandex.ru/task/22889345/00015d4381--60687cc6c909d86b50812407	00015d4381--60687cc6c909d86b50812407	2c6064685fb28ff8ed03721d7479fb0b	APPROVED	2021-04-03T14:33:42.430
https://storage.yandexcloud.net/plates/58175.jpg		В964ТК198			https://toloka.yandex.ru/task/22889345/00015d4381--60687cc6c909d86b50812407	00015d4381--60687cc6c909d86b50812407	2c6064685fb28ff8ed03721d7479fb0b	APPROVED	2021-04-03T14:33:42.430
https://storage.yandexcloud.net/plates/57166.jpg	М860КХ48	М860КХ48			https://toloka.yandex.ru/task/22889345/00015d4381--60687cd620fa462ae49fae13	00015d4381--60687cd620fa462ae49fae13	7f40ed3a5ab394210677d3cb20d7ce62	APPROVED	2021-04-03T14:33:58.592
https://storage.yandexcloud.net/plates/20286.jpg	У326УМ190	У326УМ190			https://toloka.yandex.ru/task/22889345/00015d4381--60687cd620fa462ae49fae13	00015d4381--60687cd620fa462ae49fae13	7f40ed3a5ab394210677d3cb20d7ce62	APPROVED	2021-04-03T14:33:58.592
https://storage.yandexcloud.net/plates/58175.jpg		В964ТК198			https://toloka.yandex.ru/task/22889345/00015d4381--60687cd620fa462ae49fae13	00015d4381--60687cd620fa462ae49fae13	7f40ed3a5ab394210677d3cb20d7ce62	APPROVED	2021-04-03T14:33:58.592
https://storage.yandexcloud.net/plates/43865.jpg	В228РР98	В228РР98			https://toloka.yandex.ru/task/22889345/00015d4381--60687cd620fa462ae49fae13	00015d4381--60687cd620fa462ae49fae13	7f40ed3a5ab394210677d3cb20d7ce62	APPROVED	2021-04-03T14:33:58.592
https://storage.yandexcloud.net/plates/42485.jpg		ВА713416			https://toloka.yandex.ru/task/22889345/00015d4381--60687cd620fa462ae49fae13	00015d4381--60687cd620fa462ae49fae13	7f40ed3a5ab394210677d3cb20d7ce62	APPROVED	2021-04-03T14:33:58.592
https://storage.yandexcloud.net/plates/49927.jpg		М030ЕТ67			https://toloka.yandex.ru/task/22889345/00015d4381--60687cd620fa462ae49fae13	00015d4381--60687cd620fa462ae49fae13	7f40ed3a5ab394210677d3cb20d7ce62	APPROVED	2021-04-03T14:33:58.592
