id,url,predict,accuracy
6393.jpg,https://storage.yandexcloud.net/plates/6393.jpg,Х222СА96,0.9999350309371948
57800.jpg,https://storage.yandexcloud.net/plates/57800.jpg,,
31641.jpg,https://storage.yandexcloud.net/plates/31641.jpg,О333ОО134,0.9999207854270936
24345.jpg,https://storage.yandexcloud.net/plates/24345.jpg,,
23533.jpg,https://storage.yandexcloud.net/plates/23533.jpg,ХК18277,0.9940041899681092
44572.jpg,https://storage.yandexcloud.net/plates/44572.jpg,О377ВМ198,0.999934732913971
52477.jpg,https://storage.yandexcloud.net/plates/52477.jpg,Н562ЕУ790,0.9999346137046814
11203.jpg,https://storage.yandexcloud.net/plates/11203.jpg,Е173КА53,0.9998564720153807
20788.jpg,https://storage.yandexcloud.net/plates/20788.jpg,Т970ТТ39,0.99993497133255
51704.jpg,https://storage.yandexcloud.net/plates/51704.jpg,Х682ЕН174,0.9999347925186156
17914.jpg,https://storage.yandexcloud.net/plates/17914.jpg,Н817НМ67,0.9999346137046814
36067.jpg,https://storage.yandexcloud.net/plates/36067.jpg,В079СО25,0.9999341368675232
48829.jpg,https://storage.yandexcloud.net/plates/48829.jpg,М646ТВ197,0.999934196472168
54444.jpg,https://storage.yandexcloud.net/plates/54444.jpg,А571ВС761,0.9999316334724426
57846.jpg,https://storage.yandexcloud.net/plates/57846.jpg,К823УХ38,0.9999342560768129
6779.jpg,https://storage.yandexcloud.net/plates/6779.jpg,,
19658.jpg,https://storage.yandexcloud.net/plates/19658.jpg,О811НТ68,0.9999350309371948
35548.jpg,https://storage.yandexcloud.net/plates/35548.jpg,К817АХ134,0.9999348521232604
54297.jpg,https://storage.yandexcloud.net/plates/54297.jpg,В889УР750,0.9999344944953918
27057.jpg,https://storage.yandexcloud.net/plates/27057.jpg,К058УМ05,0.9999352097511292
14831.jpg,https://storage.yandexcloud.net/plates/14831.jpg,,
6014.jpg,https://storage.yandexcloud.net/plates/6014.jpg,Х178ТЕ56,0.9998788237571716
33354.jpg,https://storage.yandexcloud.net/plates/33354.jpg,А127АХ799,0.999934732913971
44188.jpg,https://storage.yandexcloud.net/plates/44188.jpg,А125КМ27,0.9998928904533386
2323.jpg,https://storage.yandexcloud.net/plates/2323.jpg,,
5711.jpg,https://storage.yandexcloud.net/plates/5711.jpg,О553НМ799,0.9999345541000366
15793.jpg,https://storage.yandexcloud.net/plates/15793.jpg,,
60958.jpg,https://storage.yandexcloud.net/plates/60958.jpg,М790АУ73,0.999934732913971
8826.jpg,https://storage.yandexcloud.net/plates/8826.jpg,А490ХА164,0.9999179244041444
16020.jpg,https://storage.yandexcloud.net/plates/16020.jpg,В209УР123,0.9998062252998352
33403.jpg,https://storage.yandexcloud.net/plates/33403.jpg,В577АЕ763,0.999934732913971
53085.jpg,https://storage.yandexcloud.net/plates/53085.jpg,М320АХ196,0.9999318122863771
10821.jpg,https://storage.yandexcloud.net/plates/10821.jpg,С600РТ50,0.9999347925186156
25404.jpg,https://storage.yandexcloud.net/plates/25404.jpg,А119МЕ763,0.999933421611786
19248.jpg,https://storage.yandexcloud.net/plates/19248.jpg,А539КХ126,0.9999344944953918
35901.jpg,https://storage.yandexcloud.net/plates/35901.jpg,К016МО45,0.9987396001815796
45541.jpg,https://storage.yandexcloud.net/plates/45541.jpg,А020ОО702,0.9998795390129088
2632.jpg,https://storage.yandexcloud.net/plates/2632.jpg,ВК487178,0.9998225569725036
5733.jpg,https://storage.yandexcloud.net/plates/5733.jpg,Р844ТС152,0.9999346733093262
20680.jpg,https://storage.yandexcloud.net/plates/20680.jpg,О689ХО47,0.99992698431015
58913.jpg,https://storage.yandexcloud.net/plates/58913.jpg,Н524ТТ174,0.9999350309371948
32953.jpg,https://storage.yandexcloud.net/plates/32953.jpg,,
55962.jpg,https://storage.yandexcloud.net/plates/55962.jpg,Р963СТ36,0.9999355673789978
44003.jpg,https://storage.yandexcloud.net/plates/44003.jpg,,
22238.jpg,https://storage.yandexcloud.net/plates/22238.jpg,О131МК67,0.9989306926727296
43481.jpg,https://storage.yandexcloud.net/plates/43481.jpg,В010ОХ73,0.999935269355774
1372.jpg,https://storage.yandexcloud.net/plates/1372.jpg,В868НН161,0.9999342560768129
10218.jpg,https://storage.yandexcloud.net/plates/10218.jpg,Т075ОХ23,0.943495750427246
19618.jpg,https://storage.yandexcloud.net/plates/19618.jpg,Х319ВТ07,0.9999316930770874
726.jpg,https://storage.yandexcloud.net/plates/726.jpg,Р361НН64,0.9994903206825256
60878.jpg,https://storage.yandexcloud.net/plates/60878.jpg,К363СС29,0.9999346137046814
20194.jpg,https://storage.yandexcloud.net/plates/20194.jpg,К267СЕ777,0.9999343752861024
18655.jpg,https://storage.yandexcloud.net/plates/18655.jpg,А634КО122,0.9999340772628784
21254.jpg,https://storage.yandexcloud.net/plates/21254.jpg,М703АР193,0.999817669391632
10708.jpg,https://storage.yandexcloud.net/plates/10708.jpg,В491ТУ69,0.9999277591705322
58707.jpg,https://storage.yandexcloud.net/plates/58707.jpg,Р007АВ163,0.9999342560768129
11901.jpg,https://storage.yandexcloud.net/plates/11901.jpg,У005ТН54,0.9999346137046814
34721.jpg,https://storage.yandexcloud.net/plates/34721.jpg,А684СН69,0.999934196472168
39743.jpg,https://storage.yandexcloud.net/plates/39743.jpg,М018НК67,0.9984429478645324
55381.jpg,https://storage.yandexcloud.net/plates/55381.jpg,Р971УР190,0.9999348521232604
61338.jpg,https://storage.yandexcloud.net/plates/61338.jpg,В820ТА763,0.9999340772628784
43786.jpg,https://storage.yandexcloud.net/plates/43786.jpg,М590КМ750,0.9999191761016846
16086.jpg,https://storage.yandexcloud.net/plates/16086.jpg,Р666УС152,0.9999347925186156
18784.jpg,https://storage.yandexcloud.net/plates/18784.jpg,С987СМ178,0.9999343752861024
44216.jpg,https://storage.yandexcloud.net/plates/44216.jpg,К953АС96,0.9999344348907472
23466.jpg,https://storage.yandexcloud.net/plates/23466.jpg,К878ХА32,0.9999348521232604
55097.jpg,https://storage.yandexcloud.net/plates/55097.jpg,К064УО76,0.99993497133255
44712.jpg,https://storage.yandexcloud.net/plates/44712.jpg,Х132ТН36,0.9999346733093262
6929.jpg,https://storage.yandexcloud.net/plates/6929.jpg,Х888СЕ38,0.9999347925186156
20034.jpg,https://storage.yandexcloud.net/plates/20034.jpg,У746СМ69,0.7787713408470154
39105.jpg,https://storage.yandexcloud.net/plates/39105.jpg,С700ЕР163,0.9999343752861024
38773.jpg,https://storage.yandexcloud.net/plates/38773.jpg,Н607УМ39,0.9998440742492676
10150.jpg,https://storage.yandexcloud.net/plates/10150.jpg,М789ХО750,0.9999340176582336
64252.jpg,https://storage.yandexcloud.net/plates/64252.jpg,К585НК73,0.9999344348907472
37832.jpg,https://storage.yandexcloud.net/plates/37832.jpg,О602УХ47,0.9999322295188904
26165.jpg,https://storage.yandexcloud.net/plates/26165.jpg,Т624АМ178,0.9999326467514038
35578.jpg,https://storage.yandexcloud.net/plates/35578.jpg,К274УТ82,0.999935269355774
12511.jpg,https://storage.yandexcloud.net/plates/12511.jpg,Е787НО178,0.9999353885650636
15041.jpg,https://storage.yandexcloud.net/plates/15041.jpg,Р800КА27,0.9999349117279052
1901.jpg,https://storage.yandexcloud.net/plates/1901.jpg,,
21008.jpg,https://storage.yandexcloud.net/plates/21008.jpg,Р900ТВ64,0.9999346733093262
13701.jpg,https://storage.yandexcloud.net/plates/13701.jpg,А118АА10,0.9999344348907472
7518.jpg,https://storage.yandexcloud.net/plates/7518.jpg,С852КС799,0.9999005794525146
58803.jpg,https://storage.yandexcloud.net/plates/58803.jpg,К975ММ102,0.99993497133255
22585.jpg,https://storage.yandexcloud.net/plates/22585.jpg,В103ЕР126,0.9999347925186156
44449.jpg,https://storage.yandexcloud.net/plates/44449.jpg,Н312СК29,0.9999349117279052
23729.jpg,https://storage.yandexcloud.net/plates/23729.jpg,Е266МО32,0.999934196472168
42985.jpg,https://storage.yandexcloud.net/plates/42985.jpg,М793АС159,0.995207667350769
7695.jpg,https://storage.yandexcloud.net/plates/7695.jpg,,
21840.jpg,https://storage.yandexcloud.net/plates/21840.jpg,Т777ХХ55,0.9999321699142456
50612.jpg,https://storage.yandexcloud.net/plates/50612.jpg,Н547ВК14,0.9967007637023926
18113.jpg,https://storage.yandexcloud.net/plates/18113.jpg,,
31103.jpg,https://storage.yandexcloud.net/plates/31103.jpg,Н783НН52,0.9999087452888488
16858.jpg,https://storage.yandexcloud.net/plates/16858.jpg,Т781ТТ178,0.9999338388442992
825.jpg,https://storage.yandexcloud.net/plates/825.jpg,,
27228.jpg,https://storage.yandexcloud.net/plates/27228.jpg,С006СО163,0.9999346733093262
13803.jpg,https://storage.yandexcloud.net/plates/13803.jpg,О727ОМ98,0.9999337792396544
35805.jpg,https://storage.yandexcloud.net/plates/35805.jpg,С392КУ116,0.9999346733093262
36602.jpg,https://storage.yandexcloud.net/plates/36602.jpg,О174КТ174,0.9999353289604188
21688.jpg,https://storage.yandexcloud.net/plates/21688.jpg,,
27646.jpg,https://storage.yandexcloud.net/plates/27646.jpg,Р735АМ36,0.9999346733093262
54982.jpg,https://storage.yandexcloud.net/plates/54982.jpg,М311В39,0.9694747328758241
53982.jpg,https://storage.yandexcloud.net/plates/53982.jpg,А087АК122,0.9999345541000366
63721.jpg,https://storage.yandexcloud.net/plates/63721.jpg,Т322ХА750,0.9999352097511292
37738.jpg,https://storage.yandexcloud.net/plates/37738.jpg,Х629ЕТ150,0.9999350905418396
46754.jpg,https://storage.yandexcloud.net/plates/46754.jpg,,
63205.jpg,https://storage.yandexcloud.net/plates/63205.jpg,С590КЕ14,0.9999348521232604
62865.jpg,https://storage.yandexcloud.net/plates/62865.jpg,С539УХ750,0.9990735054016112
49442.jpg,https://storage.yandexcloud.net/plates/49442.jpg,Т718НР799,0.9999350905418396
54025.jpg,https://storage.yandexcloud.net/plates/54025.jpg,Х369УВ42,0.9999318122863771
49996.jpg,https://storage.yandexcloud.net/plates/49996.jpg,У300ЕК71,0.9999344944953918
12971.jpg,https://storage.yandexcloud.net/plates/12971.jpg,Р985РК31,0.9999344348907472
53670.jpg,https://storage.yandexcloud.net/plates/53670.jpg,С002ВО39,0.9999346137046814
9193.jpg,https://storage.yandexcloud.net/plates/9193.jpg,А875ОА198,0.9999342560768129
37879.jpg,https://storage.yandexcloud.net/plates/37879.jpg,В269ТУ164,0.9999215006828308
866.jpg,https://storage.yandexcloud.net/plates/866.jpg,А460ТУ82,0.9999347925186156
51736.jpg,https://storage.yandexcloud.net/plates/51736.jpg,С333СУ62,0.9999020099639891
52697.jpg,https://storage.yandexcloud.net/plates/52697.jpg,О588ЕК76,0.9999324083328248
27127.jpg,https://storage.yandexcloud.net/plates/27127.jpg,Н955АР12,0.9999302625656128
12715.jpg,https://storage.yandexcloud.net/plates/12715.jpg,М452ХХ73,0.9999348521232604
30668.jpg,https://storage.yandexcloud.net/plates/30668.jpg,О105ОО199,0.9999302625656128
39162.jpg,https://storage.yandexcloud.net/plates/39162.jpg,В221ХР750,0.9999349117279052
59467.jpg,https://storage.yandexcloud.net/plates/59467.jpg,Н388ТУ45,0.951875388622284
50557.jpg,https://storage.yandexcloud.net/plates/50557.jpg,О149КУ46,0.9999344944953918
40626.jpg,https://storage.yandexcloud.net/plates/40626.jpg,,
11827.jpg,https://storage.yandexcloud.net/plates/11827.jpg,,
20144.jpg,https://storage.yandexcloud.net/plates/20144.jpg,Е041АХ164,0.9999262690544128
51582.jpg,https://storage.yandexcloud.net/plates/51582.jpg,О114АМ774,0.9999340176582336
10523.jpg,https://storage.yandexcloud.net/plates/10523.jpg,В143АТ152,0.9998803734779358
59747.jpg,https://storage.yandexcloud.net/plates/59747.jpg,Н384ХК98,0.99993497133255
1003.jpg,https://storage.yandexcloud.net/plates/1003.jpg,Х825КЕ142,0.9999346733093262
35821.jpg,https://storage.yandexcloud.net/plates/35821.jpg,О149КО03,0.9998177289962769
61359.jpg,https://storage.yandexcloud.net/plates/61359.jpg,Х014ТК152,0.9999349117279052
49709.jpg,https://storage.yandexcloud.net/plates/49709.jpg,С895АК73,0.9999346733093262
22100.jpg,https://storage.yandexcloud.net/plates/22100.jpg,Р015ВР50,0.9999348521232604
62382.jpg,https://storage.yandexcloud.net/plates/62382.jpg,К192ТУ68,0.9999343752861024
60207.jpg,https://storage.yandexcloud.net/plates/60207.jpg,У221АХ197,0.999928891658783
6511.jpg,https://storage.yandexcloud.net/plates/6511.jpg,К243ВВ126,0.9999160170555116
32042.jpg,https://storage.yandexcloud.net/plates/32042.jpg,М004ММ163,0.9998798966407776
32122.jpg,https://storage.yandexcloud.net/plates/32122.jpg,А998ТВ199,0.9999319911003112
57849.jpg,https://storage.yandexcloud.net/plates/57849.jpg,Е830ХС126,0.9999271631240844
49439.jpg,https://storage.yandexcloud.net/plates/49439.jpg,Н538УР37,0.9999350905418396
39891.jpg,https://storage.yandexcloud.net/plates/39891.jpg,К003ХО77,0.9999347925186156
35275.jpg,https://storage.yandexcloud.net/plates/35275.jpg,О289ЕТ198,0.9999344348907472
46760.jpg,https://storage.yandexcloud.net/plates/46760.jpg,М953АМ67,0.9999348521232604
43930.jpg,https://storage.yandexcloud.net/plates/43930.jpg,Р142ХО26,0.9984455704689026
48488.jpg,https://storage.yandexcloud.net/plates/48488.jpg,К888СО42,0.9999346733093262
42989.jpg,https://storage.yandexcloud.net/plates/42989.jpg,К099АТ35,0.9999345541000366
20823.jpg,https://storage.yandexcloud.net/plates/20823.jpg,О846РУ69,0.9999298453330994
16477.jpg,https://storage.yandexcloud.net/plates/16477.jpg,М007МВ71,0.999935269355774
30092.jpg,https://storage.yandexcloud.net/plates/30092.jpg,,
51805.jpg,https://storage.yandexcloud.net/plates/51805.jpg,К039КХ79,0.8911309838294983
25301.jpg,https://storage.yandexcloud.net/plates/25301.jpg,Х310УТ26,0.9999354481697084
39640.jpg,https://storage.yandexcloud.net/plates/39640.jpg,М111ТС163,0.999906837940216
7247.jpg,https://storage.yandexcloud.net/plates/7247.jpg,Х185АУ90,0.9999344348907472
15388.jpg,https://storage.yandexcloud.net/plates/15388.jpg,О822АС46,0.99993497133255
58429.jpg,https://storage.yandexcloud.net/plates/58429.jpg,М891НВ32,0.999934732913971
63661.jpg,https://storage.yandexcloud.net/plates/63661.jpg,М303ММ134,0.9999346137046814
28719.jpg,https://storage.yandexcloud.net/plates/28719.jpg,А347ВК122,0.9999334812164308
50263.jpg,https://storage.yandexcloud.net/plates/50263.jpg,Е507КХ177,0.9999352097511292
47045.jpg,https://storage.yandexcloud.net/plates/47045.jpg,Х694ХХ102,0.9999342560768129
15983.jpg,https://storage.yandexcloud.net/plates/15983.jpg,В502ВР37,0.9999350309371948
36126.jpg,https://storage.yandexcloud.net/plates/36126.jpg,Р206ВС152,0.9999346733093262
11434.jpg,https://storage.yandexcloud.net/plates/11434.jpg,К018ВК96,0.9999349117279052
8071.jpg,https://storage.yandexcloud.net/plates/8071.jpg,О195УТ174,0.9999350309371948
48672.jpg,https://storage.yandexcloud.net/plates/48672.jpg,,
7478.jpg,https://storage.yandexcloud.net/plates/7478.jpg,К007РА10,0.9999348521232604
21132.jpg,https://storage.yandexcloud.net/plates/21132.jpg,,
50988.jpg,https://storage.yandexcloud.net/plates/50988.jpg,Т500АН125,0.999934732913971
63936.jpg,https://storage.yandexcloud.net/plates/63936.jpg,Е380ЕЕ67,0.9999346137046814
105.jpg,https://storage.yandexcloud.net/plates/105.jpg,Т072НХ35,0.9999113678932191
51119.jpg,https://storage.yandexcloud.net/plates/51119.jpg,А990РВ750,0.999934732913971
38030.jpg,https://storage.yandexcloud.net/plates/38030.jpg,Н636ОО163,0.9999319314956664
21952.jpg,https://storage.yandexcloud.net/plates/21952.jpg,С999ОВ197,0.9999333620071412
42111.jpg,https://storage.yandexcloud.net/plates/42111.jpg,А038МТ763,0.9999346733093262
33502.jpg,https://storage.yandexcloud.net/plates/33502.jpg,,
18759.jpg,https://storage.yandexcloud.net/plates/18759.jpg,В698НА123,0.999934732913971
41989.jpg,https://storage.yandexcloud.net/plates/41989.jpg,М068МО33,0.999930202960968
35169.jpg,https://storage.yandexcloud.net/plates/35169.jpg,С888ОО750,0.9998670816421508
64604.jpg,https://storage.yandexcloud.net/plates/64604.jpg,В906АМ37,0.9999349117279052
3020.jpg,https://storage.yandexcloud.net/plates/3020.jpg,У069РТ77,0.9999329447746276
27417.jpg,https://storage.yandexcloud.net/plates/27417.jpg,А849КА50,0.9999290704727172
64253.jpg,https://storage.yandexcloud.net/plates/64253.jpg,К888ХХ39,0.9998283386230468
35192.jpg,https://storage.yandexcloud.net/plates/35192.jpg,Р940РМ799,0.9999266266822816
12501.jpg,https://storage.yandexcloud.net/plates/12501.jpg,,
15903.jpg,https://storage.yandexcloud.net/plates/15903.jpg,С339КМ102,0.9996947646141052
51252.jpg,https://storage.yandexcloud.net/plates/51252.jpg,Х462МТ51,0.999929666519165
18570.jpg,https://storage.yandexcloud.net/plates/18570.jpg,О181ХН777,0.9999052286148072
37557.jpg,https://storage.yandexcloud.net/plates/37557.jpg,Е024ЕВ164,0.9999344348907472
2254.jpg,https://storage.yandexcloud.net/plates/2254.jpg,В328АВ777,0.9987690448760986
39057.jpg,https://storage.yandexcloud.net/plates/39057.jpg,Н815КА67,0.9999346137046814
10520.jpg,https://storage.yandexcloud.net/plates/10520.jpg,А757ХС777,0.9999343156814576
8741.jpg,https://storage.yandexcloud.net/plates/8741.jpg,О980ОО77,0.9999306201934814
12301.jpg,https://storage.yandexcloud.net/plates/12301.jpg,М404ХТ196,0.9999347925186156
37590.jpg,https://storage.yandexcloud.net/plates/37590.jpg,А465АА199,0.9999346137046814
12924.jpg,https://storage.yandexcloud.net/plates/12924.jpg,К240КК34,0.9999343156814576
8769.jpg,https://storage.yandexcloud.net/plates/8769.jpg,М220СК10,0.999907910823822
62323.jpg,https://storage.yandexcloud.net/plates/62323.jpg,Н674АМ774,0.9999301433563232
30514.jpg,https://storage.yandexcloud.net/plates/30514.jpg,К726ВО136,0.9999343156814576
62600.jpg,https://storage.yandexcloud.net/plates/62600.jpg,О100НТ54,0.9999354481697084
32964.jpg,https://storage.yandexcloud.net/plates/32964.jpg,Н760ТР32,0.9999248385429382
16262.jpg,https://storage.yandexcloud.net/plates/16262.jpg,М931ТМ196,0.9999341368675232
62716.jpg,https://storage.yandexcloud.net/plates/62716.jpg,К462ВН136,0.9581355452537536
51083.jpg,https://storage.yandexcloud.net/plates/51083.jpg,В623ВВ196,0.9999344944953918
41363.jpg,https://storage.yandexcloud.net/plates/41363.jpg,Х790ОУ777,0.999912440776825
33092.jpg,https://storage.yandexcloud.net/plates/33092.jpg,А078ОА96,0.9999347925186156
7142.jpg,https://storage.yandexcloud.net/plates/7142.jpg,Т335АХ28,0.9999351501464844
53806.jpg,https://storage.yandexcloud.net/plates/53806.jpg,В122МУ174,0.9997085332870485
19959.jpg,https://storage.yandexcloud.net/plates/19959.jpg,А966ТО702,0.9999055266380309
43203.jpg,https://storage.yandexcloud.net/plates/43203.jpg,К095ХА196,0.9999340772628784
23929.jpg,https://storage.yandexcloud.net/plates/23929.jpg,А967ВС77,0.9999345541000366
44589.jpg,https://storage.yandexcloud.net/plates/44589.jpg,,
16983.jpg,https://storage.yandexcloud.net/plates/16983.jpg,С215УО36,0.9999208450317384
33373.jpg,https://storage.yandexcloud.net/plates/33373.jpg,В709МН198,0.7710880041122437
13097.jpg,https://storage.yandexcloud.net/plates/13097.jpg,В321ХМ159,0.9999292492866516
64563.jpg,https://storage.yandexcloud.net/plates/64563.jpg,А300СМ763,0.9999349117279052
36749.jpg,https://storage.yandexcloud.net/plates/36749.jpg,В679ХА73,0.9999344944953918
54980.jpg,https://storage.yandexcloud.net/plates/54980.jpg,Х444АН777,0.9999293088912964
22408.jpg,https://storage.yandexcloud.net/plates/22408.jpg,В218УЕ199,0.9997599720954896
64068.jpg,https://storage.yandexcloud.net/plates/64068.jpg,В332НО33,0.9999322891235352
12249.jpg,https://storage.yandexcloud.net/plates/12249.jpg,У700МК36,0.9999341368675232
37379.jpg,https://storage.yandexcloud.net/plates/37379.jpg,Е008ВТ125,0.9999347925186156
22102.jpg,https://storage.yandexcloud.net/plates/22102.jpg,Х799УК750,0.9999322295188904
10074.jpg,https://storage.yandexcloud.net/plates/10074.jpg,У090УУ08,0.9999353885650636
20840.jpg,https://storage.yandexcloud.net/plates/20840.jpg,Е399КК53,0.9998939633369446
